95178333,,,,,,,
95178333,RT,None,,,,,
95178333,@,None,,,,,
95178333,HuffingtonPost,,,,,Organization,
95178333,:,None,,,,,
95178333,LOOK,None,,,,,
95178333,:,None,,,,,
95178333,NASA,None,,,,,
95178333,satellite,None,,,,,
95178333,snaps,None,,,,,
95178333,image,,Artifact,,,,
95178333,of,,Artifact,,,,
95178333,Colo,,Artifact,,Location,,
95178333,0,,Artifact,,Location,,
95178333,Springs,,Artifact,,Location,,
95178333,fire,,Artifact,,,,
95178333,from,,Artifact,,,,
95178333,space,,Artifact,,Location,,
95178333,#,None,,,,,
95178333,WaldoCanyonFire,None,,,,,
95178333,http://t.co/XahRVfDm,,Artifact,,Location,,
90472159,,,,,,,
90472159,RT,None,,,,,
90472159,@,None,,,,,
90472159,HealthyLarimer,,,,,Organization,
90472159,:,None,,,,,
90472159,http://t.co/it2FA335,,,,Location,,
90472159,for,None,,,,,
90472159,ways,None,,,,,
90472159,you,,,,,,Person
90472159,can,None,,,,,
90472159,help,None,,,,,
90472159,#,None,,,,,
90472159,HighParkFire,,,,,,Person
90472159,evacuees,,,,,,Person
96035890,,,,,,,
96035890,@,None,,,,,
96035890,therobindiaz,,,,,,Person
96035890,come,None,,,,,
96035890,back,None,,,,,
96035890,to,None,,,,,
96035890,CO,,,,Location,,
96035890,and,None,,,,,
96035890,play,None,,,,,
96035890,a,None,,,,,
96035890,benefit,None,,,,,
96035890,show,None,,,,,
96035890,for,None,,,,,
96035890,the,None,,,,,
96035890,fire,None,,,,,
96035890,#,None,,,,,
96035890,WaldoCanyonFire,None,,,,,
96035890,#,None,,,,,
96035890,prayforColorado,None,,,,,
80832764,,,,,,,
80832764,#,None,,,,,
80832764,COfire,None,,,,,
80832764,RT,None,,,,,
80832764,@,None,,,,,
80832764,KDVR,,,,,Organization,
80832764,:,None,,,,,
80832764,Pilots,,,,,,Person
80832764,of,,,,,,Person
80832764,big,,Artifact,,,,Person
80832764,firefighting,,Artifact,,,,Person
80832764,planes,,Artifact,,,,Person
80832764,practice,None,,,,,
80832764,in,None,,,,,
80832764,Colorado,,,,Location,,
80832764,http://t.co/f8CFhN3b,None,,,,,
90424436,,,,,,,
90424436,Larimer,,,,Location,,Person
90424436,County,,,,Location,,Person
90424436,Sheriff,,,,,,Person
90424436,:,None,,,,,
90424436,"""",None,,,,,
90424436,Really,None,,,,,
90424436,no,None,,,,,
90424436,hope,None,,,,,
90424436,for,None,,,,,
90424436,containment,None,,,,,
90424436,at,None,,,,,
90424436,this,None,,,,,
90424436,time,None,,,,,
90424436,0,None,,,,,
90424436,Mother,None,,,,,
90424436,Nature,None,,,,,
90424436,is,None,,,,,
90424436,driving,None,,,,,
90424436,this,None,,,,,
90424436,fire,None,,,,,
90424436,"."".",None,,,,,
90424436,#,None,,,,,
90424436,HighParkFire,None,,,,,
94854827,,,,,,,
94854827,RT,None,,,,,
94854827,@,None,,,,,
94854827,AimlessCurator,,,,,,Person
94854827,:,None,,,,,
94854827,FF,None,,,,,
94854827,radio,None,,,,,
94854827,communication,None,,,,,
94854827,"\""....",None,,,,,
94854827,second,None,,,,,
94854827,wind,None,,,,,
94854827,event,None,,,,,
94854827,coming,None,,,,,
94854827,through,None,,,,,
94854827,"....\""",None,,,,,
94854827,coming,None,,,,,
94854827,from,None,,,,,
94854827,the,None,,,,,
94854827,SW,None,,,,,
94854827,#,None,,,,,
94854827,waldocanyonfire,None,,,,,
94854827,#,None,,,,,
94854827,Coloradofires,None,,,,,
83665302,,,,,,,
83665302,#,None,,,,,
83665302,LowerNorthForkFire,None,,,,,
83665302,agreement,None,,,,,
83665302,appears,None,,,,,
83665302,to,None,,,,,
83665302,be,None,,,,,
83665302,done,None,,,,,
83665302,0,None,,,,,
83665302,AG,,,,,Organization,Person
83665302,",",None,,,,,
83665302,Governor,,,,,,Person
83665302,",",None,,,,,
83665302,lawmakers,,,,,,Person
83665302,all,None,,,,,
83665302,planning,None,,,,,
83665302,press,None,,,,,
83665302,avail,None,,,,,
83665302,3,None,,,,,
83665302,:,None,,,,,
83665302,15p,None,,,,,
83665302,to,None,,,,,
83665302,talk,None,,,,,
83665302,details,None,,,,,
83665302,#,None,,,,,
83665302,coleg,None,,,,,
94775369,,,,,,,
94775369,RT,None,,,,,
94775369,@,None,,,,,
94775369,csindependent,,,,,Organization,
94775369,:,None,,,,,
94775369,RT,None,,,,,
94775369,@,None,,,,,
94775369,fema,,,,,Organization,
94775369,:,None,,,,,
94775369,(,None,,,,,
